id_municipio,cnae_divisao,S_xi
3205309,58,0.006273946895149429
3205309,59,5.822501387792317e-4
3205309,60,0.003554243892880261
3205309,61,0.0028536879674044527
3205309,62,0.008441092943510269
3205309,63,0.004068192469430015
3205309,64,0.022166660061859803
3205309,65,0.00202770606315461
3205309,66,0.002897496513761229
3205309,68,0.0026718045566804017
3205309,69,0.006737057916522167
3205309,70,0.0021547121304072853
3205309,71,0.007996167675856633
3205309,72,1.9647641472509385e-4
3205309,73,0.0015829665513000496
3205309,74,0.0025496428227275592
3205309,75,1.8845879229779233e-4
3205309,77,0.003810912241749301
3205309,78,0.01205828867375242
3205309,79,0.002151451006488793
3205309,80,0.012821928209534136
3205309,81,0.0447682324440865
3205309,82,0.015624732705254402
3205309,84,0.31632206438177285
3205309,85,0.04277137917271716
3205309,86,0.039334334903344766
3205309,87,4.483265949840233e-4
3205309,88,0.0067491447493927435
3205309,90,1.6073515991891005e-4
3205309,91,1.233937187403461e-4
3205309,93,0.003151125517065599
3205309,94,0.051596939841584484
3205309,95,0.003236255174223497
3205309,96,0.0038652959379846244
3205309,97,1.4763552000915278e-4
3205309,99,2.065982834334334e-5
3304557,00,0.013603291263330305
3304557,01,3.7190595448447877e-4
3304557,02,3.1954923684568834e-5
3304557,03,2.7471709042301305e-4
3304557,05,5.630751906837597e-6
3304557,06,3.435200968422321e-4
3304557,07,5.547729296384224e-4
3304557,08,2.097196318905552e-4
3304557,09,0.005352954149945851
3304557,10,0.006834349442142739
3304557,11,0.002565193141955214
3304557,12,6.968204113044482e-4
3304557,13,0.001434220686998967
3304557,14,0.008715828247146696
3304557,15,0.0014061592718307657
3304557,16,3.6979915703234576e-4
3304557,17,0.0011999473943863353
3304557,18,0.0031673826303540323
3304557,19,2.611667440015091e-4
3304557,20,0.004220904220216877
3304557,21,0.0033436416149859064
3304557,22,0.004040294177959921
3304557,23,0.002376737979927967
3304557,24,0.00193772392193316
3304557,25,0.003808957111688908
3304557,26,0.0011572176605143634
3304557,27,0.0015868571453513478
3304557,28,0.0036197772934483353
3304557,29,7.854713280251226e-4
3304557,30,0.0019058270628620065
3304557,31,8.900944760556647e-4
3304557,32,0.0016049896701049227
3304557,33,0.0030289867524963847
3304557,35,0.003383020982149411
3304557,36,0.0035781060420772585
3304557,37,2.6002634695718266e-4
3304557,38,0.008252924921917372
3304557,39,2.0553266926624167e-5
3304557,41,0.012083936458139323
3304557,42,0.01693286556273072
3304557,43,0.012055333264410033
3304557,45,0.012867968762934643
3304557,46,0.02963124593575245
3304557,47,0.12084718057330297
3304557,49,0.03532845903576455
3304557,50,0.0034811971759146883
3304557,51,0.0024451129219018805
3304557,52,0.010508147007231445
3304557,53,0.006246092727610426
3304557,55,0.007779058627999374
3304557,56,0.04450990108419844
3304557,58,0.005090739392184101
3304557,59,0.0013904548250838456
3304557,60,0.005639886947850234
3304557,61,0.00867058114865704
3304557,62,0.007899850128870707
3304557,63,0.003266033684828359
3304557,64,0.018810519809718304
3304557,65,0.007962100207726284
3304557,66,0.003943569593767878
3304557,68,0.0037739094233346015
3304557,69,0.00842741895761654
3304557,70,0.0063073514691731804
3304557,71,0.010361143380476086
3304557,72,0.0038266732910044246
3304557,73,0.0020060494206189435
3304557,74,0.0022282964804915583
3304557,75,2.2222202356237658e-4
3304557,77,0.0045248758228802755
3304557,78,0.01828475512146718
3304557,79,0.002640794510930626
3304557,80,0.019484229004034632
3304557,81,0.05812962107918738
3304557,82,0.030841588707861793
3304557,84,0.21421810997279694
3304557,85,0.0470453361022409
3304557,86,0.03752889999729096
3304557,87,0.0011206296685291647
3304557,88,0.0018117286148047755
3304557,90,9.980094995382287e-4
3304557,91,2.2916664478777376e-4
3304557,92,9.483065712424594e-4
3304557,93,0.008442996190057134
3304557,94,0.02648274069896683
3304557,95,0.003625042264911352
3304557,96,0.011688065613038496
3304557,97,8.128696279008501e-5
3304557,99,1.290717348895301e-4
3550308,00,0.003743783427620937
3550308,01,8.034260147475707e-4
3550308,02,8.97544831184022e-5
3550308,03,1.1744342436668581e-5
3550308,05,5.041644346128044e-6
3550308,06,9.893935671733107e-6
